close,high,low,symbol,timestamp
7696,7696.5,7696,XBTUSD,2018-06-07T11:15:00.000Z
7696.5,7696.5,7696,XBTUSD,2018-06-07T11:14:00.000Z
7696,7698.5,7696,XBTUSD,2018-06-07T11:13:00.000Z
7698,7700.5,7698,XBTUSD,2018-06-07T11:12:00.000Z
7700,7700.5,7700,XBTUSD,2018-06-07T11:11:00.000Z
7700.5,7700.5,7700,XBTUSD,2018-06-07T11:10:00.000Z
7700,7701,7700,XBTUSD,2018-06-07T11:09:00.000Z
7700.5,7701.5,7700.5,XBTUSD,2018-06-07T11:08:00.000Z
7701.5,7701.5,7700.5,XBTUSD,2018-06-07T11:07:00.000Z
7700.5,7701,7700.5,XBTUSD,2018-06-07T11:06:00.000Z
7700.5,7700.5,7700,XBTUSD,2018-06-07T11:05:00.000Z
